objectid,filename,thumb,youtubeid,vimeoid,title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,rightsstatement,publisher,datacontributor,genre,relation
331,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,Petitioner,Margaret Sutton Hopkins (formerly Margaret Sutton Briscoe),1898-07,,,,,,Reader's Guide,VL172,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,Harpers New Monthly Magazine,Monica Malouf,Fiction,
1836,https://elizajames.github.io/WLCB_draft/objects/99c78820315410e99756514ffdecbb24.pdf,https://elizajames.github.io/WLCB_draft/objects/thumbs/99c78820315410e99756514ffdecbb24_th.jpg,,,Our Insect Assassins,"Malloy, Louise",,,,,,,America's Historical Newspapers,VL645,Text,application/pdf,http://rightsstatements.org/vocab/CNE/1.0/,Baltimore American,Kate Kutch,Poetry,
160,https://elizajames.github.io/WLCB_draft/objects/99b00abb85ce84a12c6768d326aab678.pdf,https://elizajames.github.io/WLCB_draft/objects/thumbs/99b00abb85ce84a12c6768d326aab678_th.jpg,,,"Random Shot, A",Harriet Lummis Smith,1910-10-13,,,,,,,VL16,Text,application/pdf,http://rightsstatements.org/vocab/NoC-US/1.0/,Baltimore Sun,Cynthia Requardt,Fiction,https://drive.google.com/open?authuser=0&usp=forms_web&id=1q6SdNPLP6F2RWKKvLLfKE_o3GzZ2oSOo
766,https://elizajames.github.io/WLCB_draft/objects/997c1131e99cc569fed0202023f84261.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/997c1131e99cc569fed0202023f84261_th.jpg,,,"Dropping Bloom, The","Reese, Lizette Woodworth",1911-05,,,,,,FictionMags Index,VL440,Text,image/png,http://rightsstatements.org/vocab/NoC-US/1.0/,Harper's Monthly,Katie Shiber,Poetry,
823,https://elizajames.github.io/WLCB_draft/objects/995701f7458102d35dd4414a4d27613a.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/995701f7458102d35dd4414a4d27613a_th.jpg,,,Waiting,Tyson Florence MacIntyre,1903-09,"Full text available at <a href=""https://babel.hathitrust.org/cgi/pt?id=nyp.33433082527015;view=1up;seq=347"" target=""_blank"" rel=""noreferrer"">https://babel.hathitrust.org/cgi/pt?id=nyp.33433082527015;view=1up;seq=347</a> From: ",,,,,Fiction Mags Index; Hathitrust,VL493,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,Short Stories,Jill Fury,Translation,
496,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,Some Proposed Reforms in Common Logic,"Franklin, Christine Ladd",1890-01,,,,,,JSTOR,VL336,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,Mind,Sydney Johnson,Article,
243,https://elizajames.github.io/WLCB_draft/objects/98f3c7d0ad9a4f86cc2c336a81b87528.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/98f3c7d0ad9a4f86cc2c336a81b87528_th.jpg,,,Under the Second Renaissance,Florence Trail,1894,"Full-text available at <a href=""https://hdl.handle.net/2027/hvd.hx54xp"">https://hdl.handle.net/2027/hvd.hx54xp</a> From: ",,,,,HathiTrust,VL91,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,Buffalo: Charlie Wells Moulton,Marina Fazio,Fiction,
297,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,Murals Adorning Baltimore Court House,"Lantz, Emily Emerson",1925-05,,,,,,"Reader's Guide Retrospective, 1890-1982",VL141,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,Art and Archeology,Hunter Flynn,Journalism,
241,https://elizajames.github.io/WLCB_draft/objects/98ac40e586075112f276cde4ddc83ed2.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/98ac40e586075112f276cde4ddc83ed2_th.jpg,,,Honi Soit Qui Mal Y Pense,Mary Spear Tiernan,1881-05,"Full-text available at <a href=""http://ebooks.library.cornell.edu/cgi/t/text/pageviewer-idx?c=scmo;cc=scmo;rgn=full%20text;idno=scmo0022-1;didno=scmo0022-1;view=image;seq=0119;node=scmo0022-1%3A15"">http://ebooks.library.cornell.edu/cgi/t/text/pageviewer-idx?c=scmo;cc=scmo;rgn=full%20text;idno=scmo0022-1;didno=scmo0022-1;view=image;seq=0119;node=scmo0022-1%3A15</a> From: ",,,,,Making of America,VL89,Text,image/gif,http://rightsstatements.org/vocab/NoC-US/1.0/,"Scribner's Monthly, an illustrated magazine for the people",Marina Fazio,Fiction,
413,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,Little He and She,Litchfield Grace Denio,1890,,,,,,WorldCat,VL258,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,Boston : D. Lothrop,Ellen Roussel,Fiction,
945,https://elizajames.github.io/WLCB_draft/objects/97bd26f4892c1831d98cd009ed3bb0af.pdf,https://elizajames.github.io/WLCB_draft/objects/thumbs/97bd26f4892c1831d98cd009ed3bb0af_th.jpg,,,"Train for Tarrow's, The","Cloud, Virginia Woodward ",1895-10,,,,,,American Periodical Series,VL609,Text,application/pdf,http://rightsstatements.org/vocab/NoC-US/1.0/,Lippincott's,JLC,Fiction,
473,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,Explicit Primitives Again: A Reply to Professor Fite,"Franklin, Christine Ladd",1912-10-10,,,,,,JSTOR,VL313,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,"Journal of Philosophy, Psychology and Scientific Methods",Sydney Johnson,Article,
2027,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,"Bible God, Bible Teachings, and Selections from the Writngs of Scientists,  The: ","Turnbull, Francese Litchfield",1899,,,,,,,VL822,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,NY: Peter Eckler,Jean Lee Cole,Non-fiction,
323,https://elizajames.github.io/WLCB_draft/objects/96a0c1525abc2b5003d92bc6d048b29c.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/96a0c1525abc2b5003d92bc6d048b29c_th.jpg,,,Links in a Chain,Margaret Sutton Briscoe,1893,"Full-text available at <a href=""https://babel.hathitrust.org/cgi/pt?id=nyp.33433076063852;view=1up;seq=7"">https://babel.hathitrust.org/cgi/pt?id=nyp.33433076063852;view=1up;seq=7</a> From: ",,,,,WorldCat (HathiTrust Link),VL164,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,"Dodd, Mead & Company (New York)",Monica Malouf,Fiction,
15503,https://elizajames.github.io/WLCB_draft/objects/966e8055807e830438c3e59ee430dda9.pdf,https://elizajames.github.io/WLCB_draft/objects/thumbs/966e8055807e830438c3e59ee430dda9_th.jpg,,,"End of an Animosity, The",Louise Clarkson,1894-05,88.6 (May 1894): 951-956. From:,,,,,HathiTrust,VL1121,Text,application/pdf,http://rightsstatements.org/vocab/NoC-US/1.0/,Harper's Monthly,Jean Lee Cole,,Louise Clarkson Whitelock
1942,https://elizajames.github.io/WLCB_draft/objects/96629876693e39ccc4d00e8098ac0c04.pdf,https://elizajames.github.io/WLCB_draft/objects/thumbs/96629876693e39ccc4d00e8098ac0c04_th.jpg,,,Banner Enrollment of Maryland Institute,"Lantz, Emily Emerson",1920-04-11,,,,,,ProQuest,VL746,Text,application/pdf,http://rightsstatements.org/vocab/NoC-US/1.0/,Baltimore Sun,,Journalism,
481,https://elizajames.github.io/WLCB_draft/objects/96326f09d37e8beb52b9bc57cf334a5c.pdf,https://elizajames.github.io/WLCB_draft/objects/thumbs/96326f09d37e8beb52b9bc57cf334a5c_th.jpg,,,Practical logic and color theories,"Franklin, Christine Ladd",1922,,,,,,APA PsychInfo,VL321,Text,application/pdf,http://rightsstatements.org/vocab/NoC-US/1.0/,"Psychological Review, 29.3",Sydney Johnson,Scientific Article,
943,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,"Things We Say, The","Cloud, Virginia Woodward ",1905-10,,,,,,Fictionmags,VL607,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,Smart Set,Tara Brooky,Fiction,
1962,https://elizajames.github.io/WLCB_draft/objects/959ebec66e8a48a422cf76642519a71f.pdf,https://elizajames.github.io/WLCB_draft/objects/thumbs/959ebec66e8a48a422cf76642519a71f_th.jpg,,,Writers of Baltimore say Thrills Attended Their Literary Debuts,Lantz Emily Emerson,1921-12-18,,,,,,ProQuest,VL766,Text,application/pdf,http://rightsstatements.org/vocab/NoC-US/1.0/,Baltimore Sun,,Journalism,
932,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,"Scarecrow, The","Cloud, Virginia Woodward ",1907-12,,,,,,Fictionmags,VL596,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,Smart Set,Tara Brooky,Fiction,
1958,https://elizajames.github.io/WLCB_draft/objects/9491976baf5c8163667688a11499a5cb.pdf,https://elizajames.github.io/WLCB_draft/objects/thumbs/9491976baf5c8163667688a11499a5cb_th.jpg,,,Maryland poet who is little known in her own state is Lucy Mitchell,"Lantz, Emily Emerson",1921-06-19,,,,,,ProQuest,VL762,Text,application/pdf,http://rightsstatements.org/vocab/NoC-US/1.0/,Baltimore Sun,,Article,
474,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,Book Review: Ueber Holmgren's vermeintlichen Nachweis der Elementarempfindungen des Gesichtssinns,"Franklin, Christine Ladd",1880-01-05,,,,,,JSTOR,VL314,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,The American Journal of Psychology,Sydney Johnson,Article,
198,https://elizajames.github.io/WLCB_draft/objects/9405e9b0da83b055861a996a564a4987.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/9405e9b0da83b055861a996a564a4987_th.jpg,,,Little Henrietta,Lizette Woodworth Reese,1927,"Cover available at <a href=""https://www.royalbooks.com/pictures/medium/130277.jpg"" target=""_blank"" rel=""noreferrer"">https://www.royalbooks.com/pictures/medium/130277.jpg</a> From: ",,,,,USMAI Catalog,VL47,Text,image/jpeg,http://rightsstatements.org/vocab/CNE/1.0/,New York: George H. Doran Company,Katie Elizabeth Shiber,Poetry,
1859,https://elizajames.github.io/WLCB_draft/objects/9381c704789c9e6177b14e40fe14732f.pdf,https://elizajames.github.io/WLCB_draft/objects/thumbs/9381c704789c9e6177b14e40fe14732f_th.jpg,,,"Picture on the Bare Wall, The","Smith, Harriet Lummis",1908-01-22,,,,,,American Periodicals Series,VL666,Text,application/pdf,http://rightsstatements.org/vocab/NoC-US/1.0/,Zion's Herald,Jean Lee Cole,Fiction,
184,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,John Gardner Murray,Annie Leakin Sioussat,1930,,,,,,WorldCat,VL35,Text,image/jpeg,http://rightsstatements.org/vocab/CNE/1.0/,Church Missions Publication Company,Jonathan Flink,Non-fiction,
2209,https://elizajames.github.io/WLCB_draft/objects/92bbd76bca1407570b8d01394367bf33.pdf,https://elizajames.github.io/WLCB_draft/objects/thumbs/92bbd76bca1407570b8d01394367bf33_th.jpg,,,Wardrobe Talk,"Litchfield, Grace Denio",1888-04-19,"From: Grace Denio Litchfield Papers, MS 941 Box 1, scrapbooks",,,,,JHU Special Collections,VL879,Text,application/pdf,http://rightsstatements.org/vocab/NoC-US/1.0/,Independent,Jean Lee Cole,Fiction,
13683,https://elizajames.github.io/WLCB_draft/objects/927d965d88ab6d32d1dd3e5f95e403ec.pdf,https://elizajames.github.io/WLCB_draft/objects/thumbs/927d965d88ab6d32d1dd3e5f95e403ec_th.jpg,,,To an Indecent Novelist,"Reese, Lizette Woodworth",1936-01,,,,,,,VL1111,Text,application/pdf,http://rightsstatements.org/vocab/CNE/1.0/,"Gardens, Houses, and People (Baltimore: Roland Park Company)",Hunter Flynn; Katie Shiber,Poetry,
261,https://elizajames.github.io/WLCB_draft/objects/9269db70ffa660e29ed577443977d461.pdf,https://elizajames.github.io/WLCB_draft/objects/thumbs/9269db70ffa660e29ed577443977d461_th.jpg,,,"Ever-Ready Edgar, The","Haughton, Louise C. Osborne",1906-12,,,,,,ProQuest,VL109,Text,application/pdf,http://rightsstatements.org/vocab/NoC-US/1.0/,Ladies' Home Journal,Hunter Flynn,Fiction,Attributed to Louisa Haughton
1919,https://elizajames.github.io/WLCB_draft/objects/91eaeb3885cdfc1653a3ac2c77373e54.pdf,https://elizajames.github.io/WLCB_draft/objects/thumbs/91eaeb3885cdfc1653a3ac2c77373e54_th.jpg,,,Maryland Heraldry: Tiernan lineage & arms,Lantz Emily Emerson,1905-01-01,,,,,,ProQuest,VL723,Text,application/pdf,http://rightsstatements.org/vocab/NoC-US/1.0/,Baltimore Sun,,Article,
231,https://elizajames.github.io/WLCB_draft/objects/9153cdfa3b9bf3b1cb16d7d9a841f426.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/9153cdfa3b9bf3b1cb16d7d9a841f426_th.jpg,,,Indian Summer: Autumn Poems and Sketches,Louise Clarkson Whitelock,,"Full-text available at <a href=""https://babel.hathitrust.org/cgi/pt?id=nyp.33433000131957;view=1up;seq=1"">https://babel.hathitrust.org/cgi/pt?id=nyp.33433000131957;view=1up;seq=1</a> From: ",,,,,UPenn Online Books,VL79,Text,image/jpeg,http://rightsstatements.org/vocab/CNE/1.0/,E. P. Dutton & Company,Clara Love,Poetry,
233,https://elizajames.github.io/WLCB_draft/objects/915150d833eec665b81bba0b5c83a98c.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/915150d833eec665b81bba0b5c83a98c_th.jpg,,,Little Stay-At-Home and Her Friends,Louise Clarkson Whitelock,,"Full-text available at <a href=""http://ufdc.ufl.edu/UF00047779/00001"">http://ufdc.ufl.edu/UF00047779/00001</a> From: ",,,,,UPenn Online Books,VL81,Text,image/jpeg,http://rightsstatements.org/vocab/CNE/1.0/,F. W. Robinson & Co.,Clara Love,Poetry,
181,https://elizajames.github.io/WLCB_draft/objects/90856781659f875cb75a0dd6d9b34bdd.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/90856781659f875cb75a0dd6d9b34bdd_th.jpg,,,"Method and Message of Browning, The",Francese Litchfield Turnbull,1897,From: Robert Browning,,,,,"Francese Hubbard Litchfield Turnbull Papers, Johns Hopkins University Special Collections. MS images available at <a href=""https://www.flickr.com/photos/145106162@N04/24124988148/in/photostream/"" target=""_blank"" rel=""noreferrer"">https://www.flickr.com/photos/145106162@N04/24124988148/in/photostream/</a>",VL32,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,,Cynthia Requardt,,
1963,https://elizajames.github.io/WLCB_draft/objects/90633ab35bbd15545b799a7d70c07847.pdf,https://elizajames.github.io/WLCB_draft/objects/thumbs/90633ab35bbd15545b799a7d70c07847_th.jpg,,,Writers of Baltimore Describe Thrills of LIterary Debuts,"Lantz, Emily Emerson",1922-01-15,,,,,,ProQuest,VL767,Text,application/pdf,http://rightsstatements.org/vocab/NoC-US/1.0/,Baltimore Sun,,Journalism,
756,https://elizajames.github.io/WLCB_draft/objects/9019d596fcfc7465a1c6b05b1b8d5551.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/9019d596fcfc7465a1c6b05b1b8d5551_th.jpg,,,Lydia,"Reese, Lizette Woodworth",1903-05,"Full text available at <a href=""https://babel.hathitrust.org/cgi/pt?id=njp.32101076432002;view=1up;seq=933"" target=""_blank"" rel=""noreferrer"">https://babel.hathitrust.org/cgi/pt?id=njp.32101076432002;view=1up;seq=933</a> From: ",,,,,FictionMags Index,VL431,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,Harper's Monthly,Katie Shiber,Poetry,
1843,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,Folklore from Maryland,Annie Weston Whitney and Caroline Canfield Bullock,1925,,,,,,,VL650,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,,Jean Lee Cole,Folklore,
1845,https://elizajames.github.io/WLCB_draft/objects/8f22817991484195f07245d7ef8866e9.pdf,https://elizajames.github.io/WLCB_draft/objects/thumbs/8f22817991484195f07245d7ef8866e9_th.jpg,,,"Malachite Collar, The","Haughton, Louise C. Osborne",1911-07-16,,,,,,,VL652,Text,application/pdf,http://rightsstatements.org/vocab/NoC-US/1.0/,New York Tribune,Hunter Flynn,Fiction,
2530,https://elizajames.github.io/WLCB_draft/objects/8eacdb206e166985a0accb7db182c98a.pdf,https://elizajames.github.io/WLCB_draft/objects/thumbs/8eacdb206e166985a0accb7db182c98a_th.jpg,,,Maxims for Summer Guests,"Dorsey, Marian V. (Mary Dorsey)",1911-07-30,From: p. 42,,,,,Newspapers.com,VL913,Text,application/pdf,http://rightsstatements.org/vocab/NoC-US/1.0/,Chicago Tribune,Jean Lee Cole,,
1873,https://elizajames.github.io/WLCB_draft/objects/8e7ac90583c6ef749366da656fde54f5.pdf,https://elizajames.github.io/WLCB_draft/objects/thumbs/8e7ac90583c6ef749366da656fde54f5_th.jpg,,,Home Circle: Two Girls Who Changed Places,"Smith, Harriet Lummis",1910-12-12,,,,,,American Periodicals Series,VL680,Text,application/pdf,http://rightsstatements.org/vocab/NoC-US/1.0/,Christian Observer,Jean Lee Cole,Fiction,
1849,https://elizajames.github.io/WLCB_draft/objects/8e048cc3a46e2e4d829d9a30de094f57.pdf,https://elizajames.github.io/WLCB_draft/objects/thumbs/8e048cc3a46e2e4d829d9a30de094f57_th.jpg,,,Food for Thought,"Smith, Harriet Lummis",1915-09-09,,,,,,Fictionmags Index,VL656,Text,application/pdf,http://rightsstatements.org/vocab/NoC-US/1.0/,Life,Jean Lee Cole,Fiction,
450,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,Leila the Hindoo Girl,Mrs. James Casey Coale,,,,,,,,VL290,Text,image/jpeg,http://rightsstatements.org/vocab/CNE/1.0/,,Tara Brooky,,
152,https://elizajames.github.io/WLCB_draft/objects/8d4765e8e8192491fedc0ee005651a0a.pdf,https://elizajames.github.io/WLCB_draft/objects/thumbs/8d4765e8e8192491fedc0ee005651a0a_th.jpg,,,On the Roof,Harriet Lummis Smith,1909-08; 1909-10-18,1909-08 (Baltimore Sun); 1909-10-18 (Daily Alaskan) From:,,,,,,VL8,Text,application/pdf,http://rightsstatements.org/vocab/NoC-US/1.0/,Baltimore Sun; Associated Literary Press,Cynthia Requardt; Jonathan Flink,Fiction,
369,https://elizajames.github.io/WLCB_draft/objects/8cd47d58d8b881eee5c38d320f10ef94.pdf,https://elizajames.github.io/WLCB_draft/objects/thumbs/8cd47d58d8b881eee5c38d320f10ef94_th.jpg,,,His Opportunity,"Briscoe, Margaret Sutton ",1903-05-09,,,,,,Reader's Guide,VL210,Text,application/pdf,http://rightsstatements.org/vocab/NoC-US/1.0/,Harpers Weekly,Monica Malouf,Fiction,
179,https://elizajames.github.io/WLCB_draft/objects/8cc535ba035251fbb301b82bd0bb3000.pdf,https://elizajames.github.io/WLCB_draft/objects/thumbs/8cc535ba035251fbb301b82bd0bb3000_th.jpg,,,"Patapsco, The",Louise Malloy,1894,"Page images available at <a href=""https://drive.google.com/open?id=1o3iMM5d6uM8fgx2XkGGS3RMdKGRxBFg4"" target=""_blank"" rel=""noreferrer"">https://drive.google.com/open?id=1o3iMM5d6uM8fgx2XkGGS3RMdKGRxBFg4</a> From: ",,,,,"Louise Malloy Papers, University of Maryland",VL30,Text,application/pdf,http://rightsstatements.org/vocab/NoC-US/1.0/,,,Drama,
359,https://elizajames.github.io/WLCB_draft/objects/wlcb_logo.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/wlcb_logo_th.jpg,,,Versus the Same,Mrs. A. J. Hopkins (formerly Margaret Sutton Briscoe),1908-03,,,,,,Reader's Guide,VL200,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,Harpers New Monthly Magazine,Monica Malouf,Fiction,
149,https://elizajames.github.io/WLCB_draft/objects/8b71ce2111633c05b7c6edafee07c2d8.pdf,https://elizajames.github.io/WLCB_draft/objects/thumbs/8b71ce2111633c05b7c6edafee07c2d8_th.jpg,,,"Maze, The",Harriet Lummis Smith,1908-09-10; 1908-9-30,"1908-09-10 (Baltimore Sun); 1908-9-30 (Rock Island Argus, IA) From: ",,,,,,VL5,Text,application/pdf,http://rightsstatements.org/vocab/NoC-US/1.0/,Baltimore Sun; Associated Literary Press,Cynthia Requardt; Jonathan Flink,Fiction,
961,https://elizajames.github.io/WLCB_draft/objects/8b25c24cc915fb75b8943faa8097f471.pdf,https://elizajames.github.io/WLCB_draft/objects/thumbs/8b25c24cc915fb75b8943faa8097f471_th.jpg,,,Traveling in the Radiant Old Mediterranean,"Wrenshall, Letitia Yonge (Mrs. John C.)",1908-04-05,,,,,,Newspapers.com,VL625,Text,application/pdf,http://rightsstatements.org/vocab/NoC-US/1.0/,Baltimore Sun,Jean Lee Cole,Essay,
2184,https://elizajames.github.io/WLCB_draft/objects/8a80c9de20061bf1d167b4be3be692a0.pdf,https://elizajames.github.io/WLCB_draft/objects/thumbs/8a80c9de20061bf1d167b4be3be692a0_th.jpg,,,Little Delia's Shoes,"Litchfield, Grace Denio",1885-12-24,"From: Grace Denio Litchfield Papers, MS 941 Box 1, scrapbooks",,,,,JHU Special Collections,VL855,Text,application/pdf,http://rightsstatements.org/vocab/NoC-US/1.0/,Independent,Jean Lee Cole,Fiction,
2215,https://elizajames.github.io/WLCB_draft/objects/8a78e796b93d3de2aa2f11479d6553f0.jpg,https://elizajames.github.io/WLCB_draft/objects/thumbs/8a78e796b93d3de2aa2f11479d6553f0_th.jpg,,,To a Hurt Child,"Litchfield, Grace Denio",1883-03,"From: Grace Denio Litchfield Papers, MS 941, Box 1, scrapbook",,,,,JHU Special Collections,VL887,Text,image/jpeg,http://rightsstatements.org/vocab/NoC-US/1.0/,Atlantic Monthly,Katie Shiber,Poetry,
1950,https://elizajames.github.io/WLCB_draft/objects/8a75d9a18c082189b0f9d26d8c88a7bc.pdf,https://elizajames.github.io/WLCB_draft/objects/thumbs/8a75d9a18c082189b0f9d26d8c88a7bc_th.jpg,,,Art center in business section of baltimore,Lantz Emily Emerson,1920-09-05,,,,,,ProQuest,VL754,Text,application/pdf,http://rightsstatements.org/vocab/NoC-US/1.0/,Baltimore Sun,,Journalism,
